Voltage,Current,Power,Status,Alert,Prediction,Anomaly
216.6,5.98,1295.0,NORMAL,System Normal ✅,Stable,Normal
224.8,5.77,1297.0,NORMAL,System Normal ✅,Stable,Normal
216.1,4.95,1070.0,NORMAL,System Normal ✅,Stable,Normal
215.7,5.85,1262.0,NORMAL,System Normal ✅,Stable,Normal
226.0,5.51,1245.0,NORMAL,System Normal ✅,Stable,Normal
236.8,4.82,1141.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
226.5,4.77,1080.0,NORMAL,System Normal ✅,Stable,Normal
219.5,5.97,1310.0,NORMAL,System Normal ✅,Stable,Normal
230.2,5.16,1188.0,NORMAL,System Normal ✅,Stable,Normal
220.8,5.36,1183.0,NORMAL,System Normal ✅,Stable,Normal
213.2,5.32,1134.0,NORMAL,System Normal ✅,Stable,Normal
222.8,4.62,1029.0,NORMAL,System Normal ✅,Stable,Normal
236.2,5.94,1403.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
228.0,4.87,1110.0,NORMAL,System Normal ✅,Stable,Normal
225.4,5.96,1343.0,NORMAL,System Normal ✅,Stable,Normal
226.2,5.55,1255.0,NORMAL,System Normal ✅,Stable,Normal
213.2,6.0,1279.0,NORMAL,System Normal ✅,Stable,Normal
222.5,5.71,1270.0,NORMAL,System Normal ✅,Stable,Normal
221.8,4.04,896.0,NORMAL,System Normal ✅,Stable,Normal
217.7,4.03,877.0,NORMAL,System Normal ✅,Stable,Normal
222.5,4.61,1026.0,NORMAL,System Normal ✅,Stable,Normal
239.0,4.82,1152.0,CRITICAL,High Voltage ⚠️,Voltage Spike Risk,Anomaly 🚨
232.5,4.7,1093.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.8,4.24,911.0,NORMAL,System Normal ✅,Stable,Normal
224.1,5.9,1322.0,NORMAL,System Normal ✅,Stable,Normal
232.1,4.98,1156.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.7,5.31,1129.0,NORMAL,System Normal ✅,Stable,Normal
215.9,4.78,1032.0,NORMAL,System Normal ✅,Stable,Normal
218.0,4.25,926.0,NORMAL,System Normal ✅,Stable,Normal
234.2,4.13,967.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.8,4.82,1127.0,NORMAL,System Normal ✅,System Load Increasing,Normal
220.2,4.08,898.0,NORMAL,System Normal ✅,Stable,Normal
232.2,4.86,1128.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.8,5.51,1261.0,NORMAL,System Normal ✅,Stable,Normal
228.8,5.66,1295.0,NORMAL,System Normal ✅,Stable,Normal
238.0,5.39,1283.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.9,5.67,1315.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.4,4.79,1084.0,NORMAL,System Normal ✅,Stable,Normal
212.7,4.62,983.0,NORMAL,System Normal ✅,Stable,Normal
229.7,5.69,1307.0,NORMAL,System Normal ✅,Stable,Normal
227.5,4.12,937.0,NORMAL,System Normal ✅,Stable,Normal
216.6,5.48,1187.0,NORMAL,System Normal ✅,Stable,Normal
213.4,5.58,1191.0,NORMAL,System Normal ✅,Stable,Normal
228.1,5.32,1213.0,NORMAL,System Normal ✅,Stable,Normal
234.8,5.73,1345.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.3,4.48,1059.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
213.7,4.74,1013.0,NORMAL,System Normal ✅,Stable,Normal
232.1,4.59,1065.0,NORMAL,System Normal ✅,System Load Increasing,Normal
229.0,5.67,1298.0,NORMAL,System Normal ✅,Stable,Normal
216.6,4.76,1031.0,NORMAL,System Normal ✅,Stable,Normal
231.1,4.97,1149.0,NORMAL,System Normal ✅,Stable,Normal
230.1,5.92,1362.0,NORMAL,System Normal ✅,Stable,Normal
235.7,4.84,1141.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
212.3,4.14,879.0,NORMAL,System Normal ✅,Stable,Normal
213.3,5.21,1111.0,NORMAL,System Normal ✅,Stable,Normal
225.1,5.99,1348.0,NORMAL,System Normal ✅,Stable,Normal
236.9,5.69,1348.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.3,4.74,1120.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.0,5.66,1341.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
225.7,5.16,1165.0,NORMAL,System Normal ✅,Stable,Normal
223.0,5.49,1224.0,NORMAL,System Normal ✅,Stable,Normal
231.3,4.43,1025.0,NORMAL,System Normal ✅,Collecting Data,Normal
232.8,5.15,1199.0,NORMAL,System Normal ✅,Collecting Data,Normal
220.9,4.17,921.0,NORMAL,System Normal ✅,Collecting Data,Normal
224.5,5.24,1176.0,NORMAL,System Normal ✅,Collecting Data,Normal
215.1,4.42,951.0,NORMAL,System Normal ✅,Stable,Normal
216.3,4.48,969.0,NORMAL,System Normal ✅,Stable,Normal
221.8,4.07,903.0,NORMAL,System Normal ✅,Stable,Normal
218.1,5.04,1099.0,NORMAL,System Normal ✅,Stable,Normal
231.9,4.88,1132.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.4,4.01,900.0,NORMAL,System Normal ✅,Stable,Normal
235.9,4.7,1109.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
232.6,5.74,1335.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.2,4.3,917.0,NORMAL,System Normal ✅,Stable,Normal
223.8,5.28,1182.0,NORMAL,System Normal ✅,Stable,Normal
229.2,4.68,1073.0,NORMAL,System Normal ✅,Stable,Normal
222.4,5.69,1265.0,NORMAL,System Normal ✅,Stable,Normal
221.0,5.58,1233.0,NORMAL,System Normal ✅,Stable,Normal
222.5,4.33,963.0,NORMAL,System Normal ✅,Stable,Normal
214.3,5.72,1226.0,NORMAL,System Normal ✅,Stable,Normal
216.8,5.44,1179.0,NORMAL,System Normal ✅,Stable,Normal
235.7,4.62,1089.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
215.4,4.6,991.0,NORMAL,System Normal ✅,Stable,Normal
224.5,4.6,1033.0,NORMAL,System Normal ✅,Stable,Normal
214.0,5.58,1194.0,NORMAL,System Normal ✅,Stable,Normal
232.8,5.06,1178.0,NORMAL,System Normal ✅,System Load Increasing,Normal
221.6,4.7,1042.0,NORMAL,System Normal ✅,Stable,Normal
219.4,5.13,1126.0,NORMAL,System Normal ✅,Stable,Normal
232.8,4.78,1113.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.2,4.7,1101.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.1,4.76,1071.0,NORMAL,System Normal ✅,Stable,Normal
235.0,4.64,1090.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.7,5.59,1262.0,NORMAL,System Normal ✅,Stable,Normal
213.6,4.71,1006.0,NORMAL,System Normal ✅,Stable,Normal
228.9,5.2,1190.0,NORMAL,System Normal ✅,Stable,Normal
218.3,4.28,934.0,NORMAL,System Normal ✅,Stable,Normal
224.4,4.86,1091.0,NORMAL,System Normal ✅,Stable,Normal
212.2,4.46,946.0,NORMAL,System Normal ✅,Stable,Normal
232.0,5.15,1195.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.4,4.33,933.0,NORMAL,System Normal ✅,Stable,Normal
212.1,4.66,988.0,NORMAL,System Normal ✅,Stable,Normal
223.6,5.91,1321.0,NORMAL,System Normal ✅,Stable,Normal
226.4,5.27,1193.0,NORMAL,System Normal ✅,Stable,Normal
236.7,5.54,1311.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.2,5.17,1138.0,NORMAL,System Normal ✅,Stable,Normal
223.8,5.09,1139.0,NORMAL,System Normal ✅,Stable,Normal
216.6,4.85,1051.0,NORMAL,System Normal ✅,Stable,Normal
212.2,5.29,1123.0,NORMAL,System Normal ✅,Stable,Normal
216.2,5.49,1187.0,NORMAL,System Normal ✅,Stable,Normal
234.7,4.23,993.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.0,4.88,1098.0,NORMAL,System Normal ✅,Stable,Normal
216.3,4.68,1012.0,NORMAL,System Normal ✅,Stable,Normal
235.2,4.9,1152.0,WARNING,High Voltage ⚠️,Collecting Data,Normal
226.7,5.23,1186.0,NORMAL,System Normal ✅,Collecting Data,Normal
216.3,4.73,1023.0,NORMAL,System Normal ✅,Collecting Data,Normal
219.1,4.25,931.0,NORMAL,System Normal ✅,Collecting Data,Normal
239.1,4.55,1088.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
236.9,5.32,1260.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
226.4,5.37,1216.0,NORMAL,System Normal ✅,Stable,Normal
236.3,4.95,1170.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
217.6,5.68,1236.0,NORMAL,System Normal ✅,Stable,Normal
214.2,5.81,1245.0,NORMAL,System Normal ✅,Stable,Normal
237.3,4.65,1103.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.5,5.14,1113.0,NORMAL,System Normal ✅,Stable,Normal
213.7,4.41,942.0,NORMAL,System Normal ✅,Stable,Normal
215.8,5.74,1239.0,NORMAL,System Normal ✅,Stable,Normal
210.9,5.14,1084.0,NORMAL,System Normal ✅,Stable,Normal
216.4,4.62,1000.0,NORMAL,System Normal ✅,Stable,Normal
211.1,4.27,901.0,NORMAL,System Normal ✅,Stable,Normal
215.8,4.81,1038.0,NORMAL,System Normal ✅,Stable,Normal
223.8,4.1,918.0,NORMAL,System Normal ✅,Stable,Normal
227.6,4.19,954.0,NORMAL,System Normal ✅,Stable,Normal
211.5,5.02,1062.0,NORMAL,System Normal ✅,Stable,Normal
221.0,5.25,1160.0,NORMAL,System Normal ✅,Stable,Normal
210.2,5.73,1204.0,NORMAL,System Normal ✅,Stable,Normal
237.9,4.22,1004.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.6,5.53,1314.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
210.2,5.95,1251.0,NORMAL,System Normal ✅,Stable,Normal
226.5,6.0,1359.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.7,5.36,1215.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.8,5.21,1135.0,NORMAL,System Normal ✅,Stable,Normal
213.8,4.72,1009.0,NORMAL,System Normal ✅,Stable,Normal
227.5,5.27,1199.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.8,5.13,1230.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
221.5,5.66,1254.0,NORMAL,System Normal ✅,Stable,Normal
220.4,5.58,1230.0,NORMAL,System Normal ✅,Stable,Normal
214.0,4.44,950.0,NORMAL,System Normal ✅,Stable,Normal
231.3,4.9,1133.0,NORMAL,System Normal ✅,System Load Increasing,Normal
210.3,5.87,1234.0,NORMAL,System Normal ✅,Stable,Normal
211.4,4.08,863.0,NORMAL,System Normal ✅,Stable,Normal
214.6,5.68,1219.0,NORMAL,System Normal ✅,Stable,Normal
214.3,5.83,1249.0,NORMAL,System Normal ✅,Stable,Normal
226.9,4.21,955.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.5,5.23,1169.0,NORMAL,System Normal ✅,Stable,Normal
237.4,4.24,1007.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.1,5.71,1354.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
212.4,4.64,986.0,NORMAL,System Normal ✅,Stable,Normal
228.5,4.03,921.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.6,5.86,1369.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.9,5.48,1265.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.6,4.08,969.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
221.1,4.37,966.0,NORMAL,System Normal ✅,Stable,Normal
222.6,5.59,1244.0,NORMAL,System Normal ✅,Stable,Normal
233.8,4.11,961.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.4,5.02,1126.0,NORMAL,System Normal ✅,Stable,Normal
235.7,5.26,1240.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.7,5.18,1123.0,NORMAL,System Normal ✅,Stable,Normal
238.6,4.97,1186.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
232.9,5.85,1362.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.3,4.51,1043.0,NORMAL,System Normal ✅,Stable,Normal
225.2,5.82,1311.0,NORMAL,System Normal ✅,Stable,Normal
221.0,5.67,1253.0,NORMAL,System Normal ✅,Stable,Normal
220.1,5.91,1301.0,NORMAL,System Normal ✅,Stable,Normal
212.6,5.97,1269.0,NORMAL,System Normal ✅,Stable,Normal
216.8,5.35,1160.0,NORMAL,System Normal ✅,Stable,Normal
227.4,5.57,1267.0,NORMAL,System Normal ✅,Stable,Normal
223.2,4.14,924.0,NORMAL,System Normal ✅,Stable,Normal
233.2,4.61,1075.0,NORMAL,System Normal ✅,System Load Increasing,Normal
238.9,4.14,989.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
229.0,5.85,1340.0,NORMAL,System Normal ✅,Stable,Normal
233.0,4.79,1116.0,NORMAL,System Normal ✅,System Load Increasing,Normal
229.5,5.21,1196.0,NORMAL,System Normal ✅,Stable,Normal
239.0,5.4,1291.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
234.8,5.69,1336.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.9,5.36,1243.0,NORMAL,System Normal ✅,Stable,Normal
228.2,5.19,1184.0,NORMAL,System Normal ✅,Stable,Normal
236.0,4.58,1081.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
227.8,5.47,1246.0,NORMAL,System Normal ✅,Stable,Normal
232.9,4.44,1034.0,NORMAL,System Normal ✅,Stable,Normal
214.3,5.58,1196.0,NORMAL,System Normal ✅,Stable,Normal
218.7,5.51,1205.0,NORMAL,System Normal ✅,Stable,Normal
229.1,4.28,981.0,NORMAL,System Normal ✅,Stable,Normal
239.8,4.29,1029.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
230.2,5.44,1252.0,NORMAL,System Normal ✅,Stable,Normal
234.3,5.75,1347.0,NORMAL,System Normal ✅,Stable,Normal
222.5,5.21,1159.0,NORMAL,System Normal ✅,Stable,Normal
234.4,5.63,1320.0,NORMAL,System Normal ✅,Stable,Normal
213.3,4.84,1032.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
227.8,4.85,1105.0,NORMAL,System Normal ✅,Stable,Normal
225.1,5.29,1191.0,NORMAL,System Normal ✅,Stable,Normal
222.2,5.54,1231.0,NORMAL,System Normal ✅,Stable,Normal
238.8,4.94,1180.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
225.4,5.88,1325.0,NORMAL,System Normal ✅,Stable,Normal
221.9,5.14,1141.0,NORMAL,System Normal ✅,Stable,Normal
222.9,4.33,965.0,NORMAL,System Normal ✅,Stable,Normal
212.0,4.92,1043.0,NORMAL,System Normal ✅,Stable,Normal
236.3,4.26,1007.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.6,5.77,1336.0,NORMAL,System Normal ✅,Stable,Normal
211.9,5.85,1240.0,NORMAL,System Normal ✅,Stable,Normal
214.7,5.72,1228.0,NORMAL,System Normal ✅,Stable,Normal
221.0,5.02,1109.0,NORMAL,System Normal ✅,Stable,Normal
211.0,5.44,1148.0,NORMAL,System Normal ✅,Stable,Normal
220.4,4.64,1023.0,NORMAL,System Normal ✅,Stable,Normal
213.7,5.7,1218.0,NORMAL,System Normal ✅,Stable,Normal
218.9,5.76,1261.0,NORMAL,System Normal ✅,Stable,Normal
234.5,4.81,1128.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.6,5.2,1199.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.7,5.6,1197.0,NORMAL,System Normal ✅,Stable,Normal
214.1,4.65,996.0,NORMAL,System Normal ✅,Stable,Normal
233.8,5.16,1206.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.1,5.85,1364.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.4,5.15,1192.0,NORMAL,System Normal ✅,System Load Increasing,Normal
219.3,4.13,906.0,NORMAL,System Normal ✅,Stable,Normal
229.1,5.94,1361.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.2,4.77,1131.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
227.0,5.15,1169.0,NORMAL,System Normal ✅,Stable,Normal
218.7,5.9,1290.0,NORMAL,System Normal ✅,Stable,Normal
222.7,5.36,1194.0,NORMAL,System Normal ✅,Stable,Normal
213.6,4.11,878.0,NORMAL,System Normal ✅,Stable,Normal
233.1,5.7,1329.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.0,4.55,1024.0,NORMAL,System Normal ✅,Stable,Normal
231.2,4.44,1027.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.8,5.87,1361.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.5,5.71,1231.0,NORMAL,System Normal ✅,Stable,Normal
214.8,4.7,1010.0,NORMAL,System Normal ✅,Stable,Normal
224.3,4.49,1007.0,NORMAL,System Normal ✅,Stable,Normal
237.5,5.2,1235.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.2,5.14,1188.0,NORMAL,System Normal ✅,Stable,Normal
216.8,5.19,1125.0,NORMAL,System Normal ✅,Stable,Normal
239.7,5.09,1220.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
224.7,4.98,1119.0,NORMAL,System Normal ✅,Stable,Normal
228.2,4.72,1077.0,NORMAL,System Normal ✅,Stable,Normal
212.2,4.42,938.0,NORMAL,System Normal ✅,Stable,Normal
230.2,5.22,1202.0,NORMAL,System Normal ✅,Stable,Normal
235.7,5.87,1384.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
222.9,4.91,1094.0,NORMAL,System Normal ✅,Stable,Normal
230.3,4.68,1078.0,NORMAL,System Normal ✅,Stable,Normal
233.0,4.57,1065.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.7,5.53,1326.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
210.3,5.22,1098.0,NORMAL,System Normal ✅,Stable,Normal
232.7,5.77,1343.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.9,5.15,1205.0,NORMAL,System Normal ✅,System Load Increasing,Normal
238.6,4.91,1172.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
224.0,4.01,898.0,NORMAL,System Normal ✅,Stable,Normal
235.5,4.75,1119.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.0,4.43,992.0,NORMAL,System Normal ✅,Stable,Normal
231.1,5.66,1308.0,NORMAL,System Normal ✅,Stable,Normal
218.8,4.99,1092.0,NORMAL,System Normal ✅,Stable,Normal
218.8,4.09,895.0,NORMAL,System Normal ✅,Stable,Normal
213.7,5.12,1094.0,NORMAL,System Normal ✅,Stable,Normal
230.4,5.22,1203.0,NORMAL,System Normal ✅,Stable,Normal
227.4,5.96,1355.0,NORMAL,System Normal ✅,Stable,Normal
223.0,5.9,1316.0,NORMAL,System Normal ✅,Stable,Normal
212.6,4.67,993.0,NORMAL,System Normal ✅,Stable,Normal
211.4,5.44,1150.0,NORMAL,System Normal ✅,Stable,Normal
238.8,4.05,967.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
227.3,5.17,1175.0,NORMAL,System Normal ✅,Stable,Normal
235.3,5.29,1245.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
229.8,5.54,1273.0,NORMAL,System Normal ✅,Stable,Normal
236.3,5.95,1406.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.9,5.6,1215.0,NORMAL,System Normal ✅,Stable,Normal
222.1,4.92,1093.0,NORMAL,System Normal ✅,Stable,Normal
216.4,5.44,1177.0,NORMAL,System Normal ✅,Stable,Normal
213.0,4.83,1029.0,NORMAL,System Normal ✅,Stable,Normal
219.0,5.5,1204.0,NORMAL,System Normal ✅,Stable,Normal
239.8,5.34,1281.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
221.6,4.3,953.0,NORMAL,System Normal ✅,Stable,Normal
239.4,4.72,1130.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
215.1,4.24,912.0,NORMAL,System Normal ✅,Stable,Normal
221.9,4.2,932.0,NORMAL,System Normal ✅,Stable,Normal
224.6,4.85,1089.0,NORMAL,System Normal ✅,Stable,Normal
240.0,4.57,1097.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
239.1,5.61,1341.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
236.8,5.73,1357.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.6,5.78,1298.0,NORMAL,System Normal ✅,Stable,Normal
233.0,5.7,1328.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.6,4.98,1163.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.9,5.83,1358.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.0,5.18,1238.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
234.6,5.22,1225.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.9,4.42,1021.0,NORMAL,System Normal ✅,Stable,Normal
217.5,4.63,1007.0,NORMAL,System Normal ✅,Stable,Normal
213.3,5.39,1150.0,NORMAL,System Normal ✅,Stable,Normal
211.7,5.68,1202.0,NORMAL,System Normal ✅,Stable,Normal
220.6,4.12,909.0,NORMAL,System Normal ✅,Stable,Normal
222.3,4.6,1023.0,NORMAL,System Normal ✅,Stable,Normal
218.2,5.05,1102.0,NORMAL,System Normal ✅,Stable,Normal
217.8,4.69,1021.0,NORMAL,System Normal ✅,Stable,Normal
210.5,4.22,888.0,NORMAL,System Normal ✅,Stable,Normal
210.1,4.33,910.0,NORMAL,System Normal ✅,Stable,Normal
221.8,4.84,1074.0,NORMAL,System Normal ✅,Stable,Normal
218.9,5.12,1121.0,NORMAL,System Normal ✅,Stable,Normal
238.2,4.96,1181.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
214.1,5.57,1193.0,NORMAL,System Normal ✅,Stable,Normal
213.2,5.33,1136.0,NORMAL,System Normal ✅,Stable,Normal
225.4,4.08,920.0,NORMAL,System Normal ✅,Stable,Normal
227.6,4.03,917.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.6,4.79,1109.0,NORMAL,System Normal ✅,System Load Increasing,Normal
220.2,4.56,1004.0,NORMAL,System Normal ✅,Stable,Normal
228.3,5.95,1358.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.0,4.59,1037.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.8,5.69,1330.0,NORMAL,System Normal ✅,System Load Increasing,Normal
222.3,4.9,1089.0,NORMAL,System Normal ✅,Stable,Normal
229.5,5.57,1278.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.0,5.58,1322.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.3,5.03,1108.0,NORMAL,System Normal ✅,Stable,Normal
214.1,5.51,1180.0,NORMAL,System Normal ✅,Stable,Normal
230.2,5.64,1298.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.1,5.3,1209.0,NORMAL,System Normal ✅,Stable,Normal
230.7,5.0,1154.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.9,5.46,1190.0,NORMAL,System Normal ✅,Stable,Normal
223.1,4.74,1057.0,NORMAL,System Normal ✅,Stable,Normal
227.5,4.83,1099.0,NORMAL,System Normal ✅,Stable,Normal
233.7,4.92,1150.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.8,4.19,946.0,NORMAL,System Normal ✅,Stable,Normal
237.6,5.47,1300.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
239.4,4.54,1087.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
232.8,4.33,1008.0,NORMAL,System Normal ✅,Stable,Normal
225.9,5.55,1254.0,NORMAL,System Normal ✅,Stable,Normal
226.5,4.53,1026.0,NORMAL,System Normal ✅,Stable,Normal
217.4,4.21,915.0,NORMAL,System Normal ✅,Stable,Normal
228.1,4.98,1136.0,NORMAL,System Normal ✅,Stable,Normal
217.1,5.38,1168.0,NORMAL,System Normal ✅,Stable,Normal
225.7,4.33,977.0,NORMAL,System Normal ✅,Stable,Normal
229.3,4.19,961.0,NORMAL,System Normal ✅,Stable,Normal
210.6,5.01,1055.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
215.4,5.62,1211.0,NORMAL,System Normal ✅,Stable,Normal
237.4,4.73,1123.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
211.5,5.32,1125.0,NORMAL,System Normal ✅,Stable,Normal
212.8,5.15,1096.0,NORMAL,System Normal ✅,Stable,Normal
215.8,4.32,932.0,NORMAL,System Normal ✅,Stable,Normal
227.3,4.51,1025.0,NORMAL,System Normal ✅,Stable,Normal
230.6,5.94,1370.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.4,4.98,1058.0,NORMAL,System Normal ✅,Stable,Normal
223.3,4.23,945.0,NORMAL,System Normal ✅,Stable,Normal
236.6,5.57,1318.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
218.0,5.98,1304.0,NORMAL,System Normal ✅,Stable,Normal
228.2,5.6,1278.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.3,5.04,1151.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.7,4.95,1068.0,NORMAL,System Normal ✅,Stable,Normal
213.4,4.54,969.0,NORMAL,System Normal ✅,Stable,Normal
210.5,5.98,1259.0,NORMAL,System Normal ✅,Stable,Normal
222.7,5.17,1151.0,NORMAL,System Normal ✅,Stable,Normal
226.5,5.98,1354.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.7,5.76,1231.0,NORMAL,System Normal ✅,Stable,Normal
223.1,6.0,1339.0,NORMAL,System Normal ✅,Stable,Normal
232.6,4.46,1037.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.3,5.61,1303.0,NORMAL,System Normal ✅,System Load Increasing,Normal
210.5,4.81,1013.0,NORMAL,System Normal ✅,Stable,Normal
231.3,5.92,1369.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.1,5.08,1144.0,NORMAL,System Normal ✅,Stable,Normal
229.5,5.96,1368.0,NORMAL,System Normal ✅,System Load Increasing,Normal
219.9,5.56,1223.0,NORMAL,System Normal ✅,Stable,Normal
211.4,5.72,1209.0,NORMAL,System Normal ✅,Stable,Normal
232.2,4.9,1138.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.7,4.35,1021.0,NORMAL,System Normal ✅,Collecting Data,Normal
224.3,4.48,1005.0,NORMAL,System Normal ✅,Collecting Data,Normal
228.9,5.15,1179.0,NORMAL,System Normal ✅,Collecting Data,Normal
227.9,5.24,1194.0,NORMAL,System Normal ✅,Collecting Data,Normal
237.7,5.06,1203.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.1,4.17,989.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.2,4.43,993.0,NORMAL,System Normal ✅,Stable,Normal
221.9,5.16,1145.0,NORMAL,System Normal ✅,Stable,Normal
229.1,5.95,1363.0,NORMAL,System Normal ✅,Stable,Normal
227.8,4.0,911.0,NORMAL,System Normal ✅,Stable,Normal
234.9,4.55,1069.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.0,4.28,954.0,NORMAL,System Normal ✅,Stable,Normal
227.7,5.81,1323.0,NORMAL,System Normal ✅,Stable,Normal
234.1,5.63,1318.0,NORMAL,System Normal ✅,Stable,Normal
214.5,4.94,1060.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
